array_index,path,class,subject_id,source,filename,split,class_id
10,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0254-10hay-Generated-2.jpg,1-Hay,254,augmented,s0254-10hay-Generated-2.jpg,train,0
11,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0254-10hay-Generated-20.jpg,1-Hay,254,augmented,s0254-10hay-Generated-20.jpg,train,0
12,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0254-10hay-Generated-21.jpg,1-Hay,254,augmented,s0254-10hay-Generated-21.jpg,train,0
13,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0254-10hay-Generated-22.jpg,1-Hay,254,augmented,s0254-10hay-Generated-22.jpg,train,0
14,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0254-10hay-Generated-23.jpg,1-Hay,254,augmented,s0254-10hay-Generated-23.jpg,train,0
15,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0254-10hay-Generated-24.jpg,1-Hay,254,augmented,s0254-10hay-Generated-24.jpg,train,0
16,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0254-10hay-Generated-4.jpg,1-Hay,254,augmented,s0254-10hay-Generated-4.jpg,train,0
17,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0254-10hay-Generated-5.jpg,1-Hay,254,augmented,s0254-10hay-Generated-5.jpg,train,0
18,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0254-10hay-Generated-6.jpg,1-Hay,254,augmented,s0254-10hay-Generated-6.jpg,train,0
19,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0254-10hay-Generated-7.jpg,1-Hay,254,augmented,s0254-10hay-Generated-7.jpg,train,0
20,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0254-10hay-Generated-8.jpg,1-Hay,254,augmented,s0254-10hay-Generated-8.jpg,train,0
21,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0254-10hay-Generated-9.jpg,1-Hay,254,augmented,s0254-10hay-Generated-9.jpg,train,0
22,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1801.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1801.jpg,train,0
23,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1802.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1802.jpg,train,0
24,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1804.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1804.jpg,train,0
25,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1805.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1805.jpg,train,0
26,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1806.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1806.jpg,train,0
27,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1807.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1807.jpg,train,0
28,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1808.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1808.jpg,train,0
29,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1809.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1809.jpg,train,0
30,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1810.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1810.jpg,train,0
31,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1811.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1811.jpg,train,0
32,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1812.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1812.jpg,train,0
33,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1813.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1813.jpg,train,0
34,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1814.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1814.jpg,train,0
35,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1816.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1816.jpg,train,0
36,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1817.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1817.jpg,train,0
37,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1819.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1819.jpg,train,0
38,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1820.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1820.jpg,train,0
39,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1821.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1821.jpg,train,0
40,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1822.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1822.jpg,train,0
41,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1823.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1823.jpg,train,0
42,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1824.jpg,1-Hay,257,augmented,s0257-10hay-Generated-1824.jpg,train,0
43,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6913.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6913.jpg,train,0
44,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6914.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6914.jpg,train,0
45,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6915.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6915.jpg,train,0
46,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6916.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6916.jpg,train,0
47,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6917.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6917.jpg,train,0
48,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6918.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6918.jpg,train,0
49,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6919.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6919.jpg,train,0
50,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6920.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6920.jpg,train,0
51,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6921.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6921.jpg,train,0
52,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6922.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6922.jpg,train,0
53,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6923.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6923.jpg,train,0
54,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6924.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6924.jpg,train,0
55,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6925.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6925.jpg,train,0
56,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6926.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6926.jpg,train,0
57,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6927.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6927.jpg,train,0
58,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6928.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6928.jpg,train,0
59,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6929.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6929.jpg,train,0
60,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6930.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6930.jpg,train,0
61,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6931.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6931.jpg,train,0
62,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6932.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6932.jpg,train,0
63,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6933.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6933.jpg,train,0
64,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6934.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6934.jpg,train,0
65,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6935.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6935.jpg,train,0
66,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6936.jpg,1-Hay,264,augmented,s0264-10hay-Generated-6936.jpg,train,0
67,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-169.jpg,1-Hay,266,augmented,s0266-10hay-Generated-169.jpg,train,0
68,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-170.jpg,1-Hay,266,augmented,s0266-10hay-Generated-170.jpg,train,0
69,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-171.jpg,1-Hay,266,augmented,s0266-10hay-Generated-171.jpg,train,0
70,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-172.jpg,1-Hay,266,augmented,s0266-10hay-Generated-172.jpg,train,0
71,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-173.jpg,1-Hay,266,augmented,s0266-10hay-Generated-173.jpg,train,0
72,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-175.jpg,1-Hay,266,augmented,s0266-10hay-Generated-175.jpg,train,0
73,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-176.jpg,1-Hay,266,augmented,s0266-10hay-Generated-176.jpg,train,0
74,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-177.jpg,1-Hay,266,augmented,s0266-10hay-Generated-177.jpg,train,0
75,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-178.jpg,1-Hay,266,augmented,s0266-10hay-Generated-178.jpg,train,0
76,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-179.jpg,1-Hay,266,augmented,s0266-10hay-Generated-179.jpg,train,0
77,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-180.jpg,1-Hay,266,augmented,s0266-10hay-Generated-180.jpg,train,0
78,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-181.jpg,1-Hay,266,augmented,s0266-10hay-Generated-181.jpg,train,0
79,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-182.jpg,1-Hay,266,augmented,s0266-10hay-Generated-182.jpg,train,0
80,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-183.jpg,1-Hay,266,augmented,s0266-10hay-Generated-183.jpg,train,0
81,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-184.jpg,1-Hay,266,augmented,s0266-10hay-Generated-184.jpg,train,0
82,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-185.jpg,1-Hay,266,augmented,s0266-10hay-Generated-185.jpg,train,0
