path,class,subject_id,source,filename,split
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1808.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1808.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1809.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1809.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1810.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1810.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1811.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1811.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1812.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1812.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1813.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1813.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1814.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1814.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1815.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1815.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1816.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1816.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1817.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1817.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1818.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1818.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1819.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1819.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1820.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1820.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1821.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1821.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1822.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1822.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1823.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1823.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0257-10hay-Generated-1824.jpg,1-Hay,0257,augmented,s0257-10hay-Generated-1824.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6913.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6913.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6914.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6914.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6915.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6915.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6916.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6916.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6917.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6917.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6918.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6918.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6919.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6919.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6920.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6920.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6921.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6921.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6922.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6922.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6923.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6923.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6924.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6924.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6925.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6925.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6926.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6926.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6927.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6927.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6928.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6928.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6929.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6929.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6930.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6930.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6931.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6931.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6932.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6932.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6933.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6933.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6934.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6934.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6935.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6935.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0264-10hay-Generated-6936.jpg,1-Hay,0264,augmented,s0264-10hay-Generated-6936.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-169.jpg,1-Hay,0266,augmented,s0266-10hay-Generated-169.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-170.jpg,1-Hay,0266,augmented,s0266-10hay-Generated-170.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-171.jpg,1-Hay,0266,augmented,s0266-10hay-Generated-171.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-172.jpg,1-Hay,0266,augmented,s0266-10hay-Generated-172.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-173.jpg,1-Hay,0266,augmented,s0266-10hay-Generated-173.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-174.jpg,1-Hay,0266,augmented,s0266-10hay-Generated-174.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-175.jpg,1-Hay,0266,augmented,s0266-10hay-Generated-175.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-176.jpg,1-Hay,0266,augmented,s0266-10hay-Generated-176.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-177.jpg,1-Hay,0266,augmented,s0266-10hay-Generated-177.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-178.jpg,1-Hay,0266,augmented,s0266-10hay-Generated-178.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-179.jpg,1-Hay,0266,augmented,s0266-10hay-Generated-179.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-180.jpg,1-Hay,0266,augmented,s0266-10hay-Generated-180.jpg,train
C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\1-Hay-Augmented\s0266-10hay-Generated-181.jpg,1-Hay,0266,augmented,s0266-10hay-Generated-181.jpg,train
